1 2 2
1.1 2.4 2.625
1.2 2.8 3.2
1.3 3.2 3.725
1.4 3.6 4.2
1.5 4 4.625
1.6 4.4 5
1.7 4.8 5.325
1.8 5.2 5.6
1.9 5.6 5.825
2 6 6
2.1 5.6 6.095
2.2 5.2 6.08
2.3 4.8 5.955
2.4 4.4 5.72
2.5 3.99999999999999 5.37499999999999
2.6 3.59999999999999 4.91999999999999
2.7 3.19999999999999 4.35499999999999
2.8 2.79999999999999 3.67999999999999
2.9 2.39999999999999 2.89499999999999
3 2 1.99999999999998
3.1 1.9 1.13499999999999
3.2 1.8 0.439999999999988
3.3 1.7 -0.0850000000000087
3.4 1.6 -0.440000000000006
3.5 1.5 -0.625000000000003
3.6 1.4 -0.639999999999999
3.7 1.3 -0.484999999999994
3.8 1.2 -0.159999999999989
3.9 1.1 0.335000000000015
4 1.00000000000001 1.00000000000002
4.1 1.40000000000001 1.71500000000002
4.2 1.80000000000001 2.36000000000001
4.3 2.20000000000001 2.93500000000001
4.4 2.6 3.44000000000001
4.5 3 3.875
4.6 3.4 4.24
4.7 3.8 4.535
4.8 4.2 4.76
4.9 4.6 4.915
5 5 5
5.1 5.2 5.065
5.2 5.4 5.16
5.3 5.6 5.285
5.4 5.8 5.44
5.5 5.99999999999999 5.62499999999999
5.6 6.19999999999999 5.83999999999999
5.7 6.39999999999999 6.08499999999999
5.8 6.59999999999999 6.35999999999999
5.9 6.79999999999999 6.66499999999999
6 6.99999999999999 6.99999999999998
6.1 7.1 7.32499999999999
6.19999999999999 7.19999999999999 7.59999999999999
6.29999999999999 7.29999999999999 7.82499999999999
6.39999999999999 7.39999999999999 7.99999999999999
6.49999999999999 7.49999999999999 8.12499999999999
6.59999999999999 7.59999999999999 8.2
6.69999999999999 7.69999999999999 8.225
6.79999999999999 7.79999999999999 8.2
6.89999999999999 7.89999999999999 8.12500000000001
6.99999999999999 7.99999999999999 8.00000000000001
