1 119.255502069013
1.2 115.271573288831
1.4 111.420734288578
1.6 107.698538982366
1.8 104.100689813217
2 100.623032791207
2.2 97.2615526973659
2.4 94.0123684478044
2.6 90.8717286127089
2.8 87.8360070850303
3 84.9016988938679
3.2 82.0654161577149
3.4 79.3238841728921
3.6 76.6739376326536
3.8 74.1125169726004
4 71.6366648381809
4.2 69.2435226702002
4.4 66.9303274043975
4.6 64.6944082812777
4.8 62.5331837625175
5 60.4441585503834
5.2 58.4249207067208
5.4 56.4731388681886
5.6 54.5865595545233
5.8 52.7630045667248
6 51.0003684721605
6.2 49.2966161736835
6.4 47.6497805599585
6.6 46.0579602342824
6.8 44.5193173192777
7 43.0320753349232
7.2 41.5945171474734
7.4 40.2049829868971
7.6 38.8618685305467
7.8 37.5636230508464
8 36.3087476248593
8.2 35.0957934036669
8.4 33.9233599395634
8.6 32.7900935691323
8.8 31.6946858503394
9 30.6358720518372
9.2 29.6124296927363
9.4 28.6231771311586
9.6 27.6669721999424
9.8 26.742710887923
10 25.8493260652687
10.2 24.9857862513981
10.4 24.1510944240575
10.6 23.344286868183
10.8 22.5644320632185
11 21.8106296076044
11.2 21.0820091791957
11.4 20.377729530409
11.6 19.6969775169382
11.8 19.0389671589179
12 18.4029387334499
12.2 17.7881578974456
12.4 17.1939148397706
12.6 16.6195234617148
12.8 16.0643205848387
13 15.5276651852835
13.2 15.0089376536608
13.4 14.5075390796666
13.6 14.0228905605933
13.8 13.5544325329431
14 13.1016241263693
14.2 12.6639425392006
14.4 12.2408824348266
14.6 11.8319553582486
14.8 11.436689172121
15 11.0546275116331
15.2 10.6853292576012
15.4 10.3283680271631
15.6 9.98333168148647
15.8 9.64982184992367
16 9.32745347006235
